in11017	Alcoholic	Alcoholic		in11017	False	in11017_d99,in11017_d70,in11017_d10,in11017_90,in11017_10	0.5
io041036	Battle for the third order female students	Remarks	io041036	in04032	False		0.5
io471436	Battle for the third order Mercy Tower	Remarks	io471436	in47001	False		0.5
io471336	Battle for the third tier Mercy Tower	Remarks	io471336	in47001	False		0.5
io431002	Battle for the Zeroth Order Riyue Mountain disciple Ham	Remarks	io431002	in43001	False		0.5
io041306	Battle for the zeroth ranking female student Jin Short Soldier	Remarks	io041306	in04027	False		0.5
io261301	Battle Golden Fist of Tier 0 female corpse	Remarks	io261301	io261001	False		0.5
io041303	Battle Golden Sword of Tier 0 Male Student	Remarks	io041303	in04023	False		0.5
io041304	Battle Grade 0 female student gold sword	Remarks	io041304	in04028	False		0.5
io041103	Battle Grade 0 male student earth sword	Remarks	io041103	in04025	False		0.5
io271305	Battle leader Jin Changbing	Remarks	io271305	in27008	False		0.5
io271304	Battle level zero organ man gold sword	Remarks	io271304	in27002	False		0.5
io272014	Battle of the first order armed organs	Remarks	io272014	in27023	False		0.5
io272015	Battle of the first order armed organs	Remarks	io272015	in27029	False	io272015_g94	0.5
io421412	Battle of the first order Kunlongmen gate water legs	Remarks	io421412	in42008	False		0.5
io041015	Battle of the first order male students	Remarks	io041015	in04021	False		0.5
io041415	Battle of the first order male students	Remarks	io041415	in04023	False		0.5
io441015	Battle of the First Order North Flame Guards	Remarks	io441015	in44001	False		0.5
io481013	Battle of the first order of real martial arts fire sword	Remarks	io481013	in48001	False	io481013_e70	0.5
io481213	Battle of the first order of real martial arts wooden sword	Remarks	io481213	in48001	False		0.5
io481413	Battle of the first order Zhenwu Daomen water sword	Remarks	io481413	in48001	False		0.5
io441414	Battle of the first stage Beiyanwei water knife	Remarks	io441414	in44001	False		0.5
io441415	Battle of the first stage Beiyanwei water soldiers	Remarks	io441415	in44001	False		0.5
io27231501	Battle of the first tier armed organ Jin Changbing 01	Remarks	io27231501	in27026	False		0.5
io272415	Battle of the first tier armed organs	Remarks	io272415	in27028	False	io272415_g94	0.5
io441215	Battle of the First Tier Beiyanweimu Warrior	Remarks	io441215	in44001	False		0.5
io45111401	Battle of the First Tier Tianwuwu Cutter 01	Remarks	io45111401	in45001	False		0.5
io45111403	Battle of the First Tier Tianwuwu Cutter 03	Remarks	io45111403	in45001	False		0.5
io45101401	Battle of the First Tier Tianwuwu Fire Blade 01	Remarks	io45101401	in45001	False		0.5
io45101403	Battle of the First Tier Tianwuwu Fire Blade 03	Remarks	io45101403	in45001	False		0.5
io451414	Battle of the First Tier Tianwuwu Waterjet	Remarks	io451414	in45001	False	io451414_90	0.5
io45141401	Battle of the First Tier Tianwuwu Waterjet 01	Remarks	io45141401	in45001	False		0.5
io45101402	Battle of the First Tier Tianwuwu Zhongdao 02	Remarks	io45101402	in45001	False		0.5
io441324	Battle of the second order Beiyanwei gold sword	Remarks	io441324	in44001	False		0.5
io271025	Battle of the second order organs	Remarks	io271025	in27011	False		0.5
io271425	Battle of the second order organs	Remarks	io271425	in27010	False		0.5
io222325	Battle of the second rank Nanchang officers and soldiers Jin Changbing	Remarks	io222325	io222000	False		0.5
io272025	Battle of the second tier armed organs	Remarks	io272025	in27029	False		0.5
io272425	Battle of the second tier armed organs	Remarks	io272425	in27028	False	io272425_g94,io272425_e75	0.5
io441325	Battle of the Second Tier Beiyanwei Jinchangbing	Remarks	io441325	in44001	False		0.5
io272034	Battle of the third order armed men	Remarks	io272034	in27023	False		0.5
io272035	Battle of the third order armed organs	Remarks	io272035	in27029	False		0.5
io041035	Battle of the third order male students	Remarks	io041035	in04025	False		0.5
io271235	Battle of the third order organ wood long soldier	Remarks	io271235	in27009	False	io271235_83	0.5
io271035	Battle of the third order organs	Remarks	io271035	in27011	False		0.5
io271435	Battle of the third order organs	Remarks	io271435	in27010	False		0.5
io272435	Battle of the third tier armed organs	Remarks	io272435	in27028	False		0.5
io221334	Battle of the third tier officers and soldiers	Remarks	io221334	io221000	False		0.5
io271335	Battle of the third tier organs Jin Changbing	Remarks	io271335	in27008	False		0.5
in05554	Battle of the White Tiger King Fire (Part 3 of the Beast Mountain Beast)	Remarks	in05554	in05554	False		0.5
io271005	Battle of the zeroth order humanoid	Remarks	io271005	in27011	False		0.5
io421302	Battle of the zeroth order Kunlong Gatemen Golden Legs	Remarks	io421302	in42008	False		0.5
io421102	Battle of the zeroth order Kunlongmen gate earth legs	Remarks	io421102	in42008	False		0.5
io421402	Battle of the zeroth order Kunlongmen gate water leg	Remarks	io421402	in42008	False		0.5
io471406	Battle of the zeroth order mourning tower	Remarks	io471406	in47001	False		0.5
io421001	Battle of the Zeroth Order of the Dragon Dragon Gatemen	Remarks	io421001	in42007	False	io421001_e70	0.5
io471006	Battle of the Zeroth Order of the Grief and Joy Tower	Remarks	io471006	in47001	False		0.5
io481303	Battle of the zeroth order real martial arts gatekeeper golden sword	Remarks	io481303	in48001	False		0.5
io451434	Battle of Tier 3 Sky Slayer's Water Knife	Remarks	io451434	in45001	False		0.5
io222304	Battle Rank 0 Nanchang officers and soldiers gold sword	Remarks	io222304	io222000	False		0.5
io242014	Battle Rogue Fireblade	Remarks	io242014	io242001	False		0.5
io242034	Battle Rogue Fireblade	Remarks	io242034	io242002	False		0.5
io272027	Battle second level armed organs fire weapon	Remarks	io272027	in27035	False		0.5
io272024	Battle second level armed organs fireblade	Remarks	io272024	in27023	False	io272024_e75	0.5
io241024	Battle second level bandit fireblade	Remarks	io241024	io241000	False		0.5
io041024	Battle second level female student fire knife	Remarks	io041024	in04031	False		0.5
io041020	Battle second level female student fire medicine	Remarks	io041020	in04029	False		0.5
io041424	Battle second level female student waterjet	Remarks	io041424	in04031	False		0.5
io041023	Battle second level male student fire sword	Remarks	io041023	in04024	False		0.5
io041027	Battle second level male student fire weapon	Remarks	io041027	in04026	False		0.5
io271027	Battle second level organ man fire weapon	Remarks	io271027	in27017	False		0.5
io271327	Battle second level organiser gold weapon	Remarks	io271327	in27014	False		0.5
io271127	Battle second level organs human secret weapon	Remarks	io271127	in27018	False		0.5
io272127	Battle Second Order Armed Organizer	Remarks	io272127	in27036	False		0.5
io231026	Battle second order assassin short soldiers	Remarks	io231026	io231000	False		0.5
io231126	Battle second order assassin short soldiers	Remarks	io231126	io231000	False		0.5
io231426	Battle second order assassin water soldiers	Remarks	io231426	io231000	False		0.5
io241424	Battle second order bandit waterjet	Remarks	io241424	io241000	False		0.5
io941129	Battle second order bear soil	Remarks	io941129	in94001	False		0.5
io441124	Battle second order Beiyanwei earth sword	Remarks	io441124	in44001	False		0.5
io441024	Battle second order Beiyanwei fireblade	Remarks	io441024	in44001	False		0.5
io441125	Battle second order Beiyanwei long soldiers	Remarks	io441125	in44001	False		0.5
io441425	Battle second order Beiyanwei water soldiers	Remarks	io441425	in44001	False		0.5
io441424	Battle second order Beiyanwei waterjet	Remarks	io441424	in44001	False		0.5
io411123	Battle second order Bingqing Sword faction earth sword	Remarks	io411123	in41001	False		0.5
io411023	Battle second order Bingqing Sword faction fire sword	Remarks	io411023	in41001	False		0.5
io411423	Battle second order Bingqing sword faction water sword	Remarks	io411423	in41001	False		0.5
io411223	Battle second order Bingqing Sword faction wooden sword	Remarks	io411223	in41001	False		0.5
io261021	Battle second order corpse fire fist	Remarks	io261021	io261000	False	io261021_e70	0.5
io261421	Battle second order corpse water fist	Remarks	io261421	io261000	False		0.5
io261221	Battle second order corpse wood fist	Remarks	io261221	io261000	False		0.5
io041120	Battle second order female student geomedicine	Remarks	io041120	in04030	False		0.5
io041420	Battle second order female student hydromedicine	Remarks	io041420	in04027	False		0.5
io421122	Battle second order Kunlongmen door leg	Remarks	io421122	in42008	False		0.5
io421121	Battle second order Kunlongmen doorman boxing	Remarks	io421121	in42007	False		0.5
io421221	Battle second order Kunlongmen doorman fist	Remarks	io421221	in42007	False		0.5
io421222	Battle second order Kunlongmen doorman wooden legs	Remarks	io421222	in42008	False		0.5
io421322	Battle second order Kunlongmen gatekeeper golden legs	Remarks	io421322	in42008	False		0.5
io421021	Battle second order Kunlongmen gatemen fire fist	Remarks	io421021	in42007	False		0.5
io421022	Battle second order Kunlongmen gatemen ham	Remarks	io421022	in42008	False	io421022_e70	0.5
io421421	Battle second order Kunlongmen gatemen water fist	Remarks	io421421	in42007	False		0.5
io421422	Battle second order Kunlongmen gatemen's water legs	Remarks	io421422	in42008	False		0.5
io041025	Battle second order male student fire long soldiers	Remarks	io041025	in04025	False		0.5
io041425	Battle second order male students	Remarks	io041425	in04025	False		0.5
io251023	Battle second order martial arts fire sword	Remarks	io251023	io251000	False		0.5
io251123	Battle second order martial arts sword	Remarks	io251123	io251000	False		0.5
io222424	Battle second order Nanchang officer waterjet	Remarks	io222424	io222000	False		0.5
io222324	Battle second order Nanchang officers and soldiers gold sword	Remarks	io222324	io222000	False		0.5
io271427	Battle second order organ man water concealer	Remarks	io271427	in27016	False		0.5
io271224	Battle second order organ wood sword	Remarks	io271224	in27003	False		0.5
io271024	Battle Second Order Organizer Fireblade	Remarks	io271024	in27005	False		0.5
io481123	Battle second order real martial arts earth sword	Remarks	io481123	in48001	False		0.5
io481223	Battle second order real martial arts wooden sword	Remarks	io481223	in48001	False		0.5
io242124	Battle second order rogue earth sword	Remarks	io242124	io242001	False		0.5
io242026	Battle second order rogue fire soldiers	Remarks	io242026	io242001	False		0.5
io242024	Battle second order rogue fireblade	Remarks	io242024	io242002	False		0.5
io242324	Battle second order rogue gold sword	Remarks	io242324	io242003	False		0.5
io242426	Battle second order rogue water soldiers	Remarks	io242426	io242001	False		0.5
io242424	Battle second order rogue waterjet	Remarks	io242424	io242002	False		0.5
io242224	Battle second order rogue wood sword	Remarks	io242224	io242000	False		0.5
io481423	Battle second order true martial arts water sword	Remarks	io481423	in48001	False		0.5
io251423	Battle second order warrior water sword	Remarks	io251423	io251000	False		0.5
io461026	Battle second order white fox crowd fire soldiers	Remarks	io461026	in46003	False		0.5
io461326	Battle second order white fox crowd gold short soldiers	Remarks	io461326	in46003	False		0.5
io461226	Battle second order white fox crowd short soldiers	Remarks	io461226	in46002	False		0.5
io461426	Battle second order white fox crowd soldiers	Remarks	io461426	in46001	False		0.5
io461126	Battle second order white fox short soldiers	Remarks	io461126	in46001	False		0.5
io481023	Battle second order Zhenwu Daomen fire sword	Remarks	io481023	in48001	False	io481023_e70	0.5
io222425	Battle second rank Nanchang officers and soldiers	Remarks	io222425	io222000	False		0.5
io242326	Battle second rank rogue gold soldiers	Remarks	io242326	io242002	False		0.5
io272324	Battle second tier armed organ man gold sword	Remarks	io272324	in27020	False		0.5
io231326	Battle second tier assassin gold short soldiers	Remarks	io231326	io231000	False		0.5
io241324	Battle second tier bandit gold sword	Remarks	io241324	io241000	False		0.5
io041324	Battle second tier female student gold sword	Remarks	io041324	in04032	False		0.5
io041125	Battle second tier male student tutor	Remarks	io041125	in04022	False		0.5
io221324	Battle second tier officers and soldiers	Remarks	io221324	io221000	False		0.5
io241124	Battle second tier thief earth sword	Remarks	io241124	io241000	False		0.5
io221134	Battle tertiary officers and soldiers	Remarks	io221134	io221000	False		0.5
io271324	Battle the second level organ man gold sword	Remarks	io271324	in27002	False		0.5
io431022	Battle the second order Sun Moon Mountain disciple Ham	Remarks	io431022	in43003	False		0.5
io431332	Battle the third leg of the Sun Moon Mountain female disciples gold legs	Remarks	io431332	in43004	False		0.5
io411433	Battle the third order ice sword school gatekeeper water sword	Remarks	io411433	in41001	False		0.5
io421332	Battle the third order Kunlongmen gatekeeper's golden legs	Remarks	io421332	in42008	False		0.5
io421432	Battle the third order Kunlongmen gatemen's water legs	Remarks	io421432	in42008	False		0.5
io411333	Battle the third tier Bingqing Sword School gatekeeper Golden Sword	Remarks	io411333	in41001	False		0.5
io041034	Battle third level female student fire sword	Remarks	io041034	in04031	False		0.5
io271334	Battle third level organ man gold sword	Remarks	io271334	in27002	False		0.5
io271337	Battle third level organiser gold weapon	Remarks	io271337	in27014	False		0.5
io271034	Battle third level organizing fire sword	Remarks	io271034	in27005	False		0.5
io231436	Battle third order assassin short soldiers	Remarks	io231436	io231000	False		0.5
io941139	Battle third order bear soil	Remarks	io941139	in94001	False		0.5
io441134	Battle third order Beiyanwei earth sword	Remarks	io441134	in44001	False		0.5
io441434	Battle third order Beiyanwei water knife	Remarks	io441434	in44001	False		0.5
io441435	Battle third order Beiyanwei water soldiers	Remarks	io441435	in44001	False		0.5
io411033	Battle third order Bingqing Sword faction fire sword	Remarks	io411033	in41001	False		0.5
io411233	Battle third order Bingqing Sword faction wooden sword	Remarks	io411233	in41001	False		0.5
io411133	Battle third order Bingqing sword school doorman earth sword	Remarks	io411133	in41001	False		0.5
io261031	Battle third order corpse fire fist	Remarks	io261031	io261000	False	io261031_e70	0.5
io261431	Battle third order corpse water fist	Remarks	io261431	io261000	False		0.5
io261231	Battle third order corpse wood fist	Remarks	io261231	io261000	False		0.5
io481133	Battle third order earth martial arts earth sword	Remarks	io481133	in48001	False		0.5
io041032	Battle third order female student Ham	Remarks	io041032	in04030	False		0.5
io421131	Battle third order Kunlongmen doorman	Remarks	io421131	in42007	False		0.5
io421231	Battle third order Kunlongmen doorman fist	Remarks	io421231	in42007	False		0.5
io421132	Battle third order Kunlongmen doorman leg	Remarks	io421132	in42008	False		0.5
io421232	Battle third order Kunlongmen doorman wooden legs	Remarks	io421232	in42008	False		0.5
io421331	Battle third order Kunlongmen gatekeeper Golden Fist	Remarks	io421331	in42007	False		0.5
io421031	Battle third order Kunlongmen gatemen fire fist	Remarks	io421031	in42007	False		0.5
io421032	Battle third order Kunlongmen gatemen ham	Remarks	io421032	in42008	False		0.5
io421431	Battle third order Kunlongmen gatemen water fist	Remarks	io421431	in42007	False		0.5
io041033	Battle third order male student fire sword	Remarks	io041033	in04024	False		0.5
io041037	Battle third order male student fire weapon	Remarks	io041037	in04026	False		0.5
io041433	Battle third order male student water sword	Remarks	io041433	in04026	False		0.5
io041437	Battle third order male students	Remarks	io041437	in04024	False		0.5
io251033	Battle third order martial arts fire sword	Remarks	io251033	io251000	False		0.5
io222034	Battle third order Nanchang officer fireblade	Remarks	io222034	io222000	False	io222034_e79	0.5
io222434	Battle third order Nanchang officer waterjet	Remarks	io222434	io222000	False		0.5
io222134	Battle third order Nanchang officers and soldiers	Remarks	io222134	io222000	False		0.5
io222435	Battle third order Nanchang officers and soldiers	Remarks	io222435	io222000	False		0.5
io221034	Battle third order officer's fire sword	Remarks	io221044	io221000	False		0.5
io271037	Battle third order organ man fire weapon	Remarks	io271037	in27017	False		0.5
io271234	Battle third order organ man wooden sword	Remarks	io271234	in27003	False		0.5
io481233	Battle third order real martial arts wooden sword	Remarks	io481233	in48001	False		0.5
io242136	Battle third order rogue earth short soldiers	Remarks	io242136	io242000	False		0.5
io242134	Battle third order rogue earth sword	Remarks	io242134	io242001	False		0.5
io242336	Battle third order rogue gold soldiers	Remarks	io242336	io242002	False		0.5
io242434	Battle third order rogue waterjet	Remarks	io242434	io242002	False		0.5
io251133	Battle third order saber sword	Remarks	io251133	io251000	False		0.5
io251333	Battle third order warrior golden sword	Remarks	io251333	io251000	False		0.5
io251433	Battle third order warrior water sword	Remarks	io251433	io251000	False		0.5
io461336	Battle third order white fox crowd gold short soldiers	Remarks	io461336	in46003	False		0.5
io461236	Battle third order white fox crowd short soldiers	Remarks	io461236	in46002	False		0.5
io461436	Battle third order white fox crowd soldiers	Remarks	io461436	in46001	False		0.5
io93123901	Battle third order wolf wood 01 wolf king	Remarks	io93123901	in93003	False		0.5
io481033	Battle third order Zhenwu Daomen fire sword	Remarks	io481033	in48001	False	io481033_e70	0.5
io481433	Battle third order Zhenwu Daomen water sword	Remarks	io481433	in48001	False		0.5
io222335	Battle third rank Nanchang officers and soldiers	Remarks	io222335	io222000	False		0.5
io272334	Battle third tier armed organ man gold sword	Remarks	io272334	in27020	False		0.5
io241034	Battle third tier bandit fireblade	Remarks	io241034	io241000	False		0.5
io241334	Battle third tier bandit gold sword	Remarks	io241334	io241000	False		0.5
io241434	Battle third tier bandit waterjet	Remarks	io241434	io241000	False		0.5
io041030	Battle third tier female student fire medicine	Remarks	io041030	in04029	False		0.5
io041330	Battle third tier female student gold medicine	Remarks	io041330	in04028	False		0.5
io041334	Battle third tier female student gold sword	Remarks	io041334	in04032	False		0.5
io041332	Battle third tier female student golden legs	Remarks	io041332	in04027	False		0.5
io041130	Battle third tier female student native medicine	Remarks	io041130	in04030	False		0.5
io041135	Battle third tier male student tutor	Remarks	io041135	in04022	False		0.5
io222334	Battle third tier Nanchang soldiers gold sword	Remarks	io222334	io222000	False	io222334_e79	0.5
io441334	Battle third tier North Flame Guard Golden Sword	Remarks	io441334	in44001	False		0.5
io242334	Battle third tier rogue gold sword	Remarks	io242334	io242003	False		0.5
io451134	Battle third tier Sky Stoker Crowd Blades	Remarks	io451134	in45001	False		0.5
io431032	Battle third tier Sun Moon Mountain disciple Ham	Remarks	io431032	in43003	False		0.5
io241134	Battle third tier thief blade	Remarks	io241134	io241000	False		0.5
io921009	Battle Tier 0	Remarks	io921009	in92001	False		0.5
io231306	Battle Tier 0 Assassin Gold Short Soldier	Remarks	io231306	io231000	False		0.5
io241004	Battle Tier 0 Bandit Fireblade	Remarks	io241004	io241000	False		0.5
io241304	Battle Tier 0 Bandit Gold Sword	Remarks	io241304	io241000	False		0.5
io941109	Battle Tier 0 bear soil	Remarks	io941109	in94001	False		0.5
io441205	Battle Tier 0 Beiyan Weimu Long Soldier	Remarks	io441205	in44001	False		0.5
io441405	Battle Tier 0 Beiyanwei Water Soldier	Remarks	io441405	in44001	False		0.5
io261201	Battle Tier 0 corpse wood fist	Remarks	io261201	io261000	False		0.5
io421202	Battle Tier 0 Kunlong Gatemen Wooden Legs	Remarks	io421202	in42008	False		0.5
io471206	Battle Tier 0 Melancholy Building Wood Short Soldiers	Remarks	io471206	in47001	False		0.5
io441304	Battle Tier 0 North Flame Guard Gold Sword	Remarks	io441304	in44001	False		0.5
io441004	Battle Tier 0 Northern Flame Guard Fireblade	Remarks	io441004	in44001	False		0.5
io441204	Battle Tier 0 Northern Flame Guardian Wood Sword	Remarks	io441204	in44001	False		0.5
io441005	Battle Tier 0 Northern Flame Guards	Remarks	io441005	in44001	False		0.5
io451104	Battle Tier 0 Skyscraper Blades	Remarks	io451104	in45001	False		0.5
io451004	Battle Tier 0 Skyscraper Fire Sword	Remarks	io451004	in45001	False		0.5
io451304	Battle Tier 0 Tito Wuzhong Golden Blade	Remarks	io451304	in45001	False		0.5
io451204	Battle Tier 0 Titouwu Wood Sword	Remarks	io451204	in45001	False		0.5
io461206	Battle Tier 0 white fox crowd short soldiers	Remarks	io461206	in46003	False		0.5
io461006	Battle Tier 0 white fox fire brigade	Remarks	io461006	in46001	False		0.5
io461106	Battle Tier 0 white fox short soldiers	Remarks	io461106	in46002	False		0.5
io931209	Battle Tier 0 Wolfwood	Remarks	io931209	in93001	False		0.5
io231216	Battle Tier 1 Assassin Wood Short Soldier	Remarks	io231216	io231000	False		0.5
io221014	Battle tier 1 officer fire knife	Remarks	io221044	io221000	False		0.5
io451114	Battle Tier 1 Sky Scraper Blades	Remarks	io451114	in45001	False	io451114_90	0.5
io451314	Battle Tier 1 Sky Slayer's Golden Blade	Remarks	io451314	in45001	False	io451314_90	0.5
io45131402	Battle Tier 1 Sky Striker Zhongjindao 02	Remarks	io45131402	in45001	False		0.5
io45111402	Battle Tier 1 Sky Sword Chopper 02	Remarks	io45111402	in45001	False		0.5
io451014	Battle Tier 1 Skyscraper Fireblade	Remarks	io451014	in45001	False	io451014_90	0.5
io93121901	Battle Tier 1 Wolf Wood 01	Remarks	io931219	in93001	False	io93121901_h99	0.5
io93121902	Battle Tier 1 Wolf Wood 02	Remarks	io931219	in93001	False	io93121902_h99	0.5
io93121903	Battle Tier 1 Wolf Wood 03	Remarks	io931219	in93001	False	io93121903_h99	0.5
io93121904	Battle Tier 1 Wolf Wood 04	Remarks	io931219	in93001	False	io93121904_h99	0.5
io93121905	Battle Tier 1 Wolf Wood 05	Remarks	io931219	in93001	False	io93121905_h99	0.5
io93121906	Battle Tier 1 Wolf Wood 06	Remarks	io931219	in93001	False	io93121906_h99	0.5
io93121907	Battle Tier 1 Wolf Wood 07	Remarks	io931219	in93001	False	io93121907_h99	0.5
io93121908	Battle Tier 1 Wolf Wood 08	Remarks	io931219	in93001	False	io93121908_h99	0.5
io93121909	Battle Tier 1 Wolf Wood 09	Remarks	io931219	in93001	False	io93121909_h99	0.5
io931219	Battle Tier 1 Wolfwood	Remarks	io931219	in93001	False		0.5
io921029	Battle Tier 2	Remarks	io921029	in92001	False		0.5
io241224	Battle Tier 2 Bandit	Remarks	io241224	io241000	False		0.5
io441224	Battle Tier 2 Northern Flame Guardian Wood Sword	Remarks	io441224	in44001	False		0.5
io451024	Battle Tier 2 Sky Stalkers	Remarks	io451024	in45001	False	io451024_90	0.5
io451224	Battle Tier 2 Sky Sword	Remarks	io451224	in45001	False		0.5
io451424	Battle Tier 2 Sky Sword	Remarks	io451424	in45001	False		0.5
io451324	Battle Tier 2 Skyscrapers	Remarks	io451324	in45001	False	io451324_90	0.5
io93122901	Battle Tier 2 Wolf Wood 01 Wolf King	Remarks	io9312a9	in93003	False		0.5
io931229	Battle Tier 2 Wolfwood	Remarks	io931229	in93001	False		0.5
io921039	Battle Tier 3	Remarks	io921039	in92001	False		0.5
io231336	Battle Tier 3 Assassin Gold Short Soldier	Remarks	io231336	io231000	False		0.5
io241234	Battle Tier 3 Bandit Wood Sword	Remarks	io241234	io241000	False		0.5
io441034	Battle Tier 3 Beiyanwei Fireblade	Remarks	io441034	in44001	False		0.5
io441234	Battle Tier 3 Northern Flame Guardian Wood Sword	Remarks	io441234	in44001	False		0.5
io451334	Battle Tier 3 Sky Slayer's Golden Blade	Remarks	io451334	in45001	False		0.5
io451234	Battle Tier 3 Sky Stalkers	Remarks	io451234	in45001	False		0.5
io451034	Battle Tier 3 Skyscraper Fire Sword	Remarks	io451034	in45001	False		0.5
io931239	Battle Tier 3 Wolfwood	Remarks	io931239	in93001	False		0.5
io271424	Battle Water Jet	Remarks	io271424	in27004	False		0.5
io271434	Battle water jet	Remarks	io271434	in27004	False		0.5
io272414	Battle Water Jet	Remarks	io272414	in27022	False		0.5
io272404	Battle water knife	Remarks	io272404	in27022	False		0.5
io041223	Battle wooden sword of second order male student	Remarks	io041223	in04022	False		0.5
io411303	Battle Zero Order Bingqingjian School Gatekeeper Golden Sword	Remarks	io411303	in41001	False		0.5
io041300	Battle Zero Order Female Student Golden Medicine	Remarks	io041300	in04030	False		0.5
io421002	Battle Zero Order Kunlongmen Gatemen Ham	Remarks	io421002	in42008	False	io421002_e70	0.5
io271104	Battle Zero Order Organizer Earth Sword	Remarks	io271104	in27006	False		0.5
io272107	Battle Zeroth Armed Organizer	Remarks	io272107	in27036	False		0.5
io272004	Battle Zeroth Armed Organizer Fireblade	Remarks	io272004	in27023	False		0.5
io272507	Battle Zeroth Armed Organizers No Hidden Arms	Remarks	io272507	in27031	False		0.5
io241104	Battle Zeroth Bandit Blade	Remarks	io241104	io241000	False		0.5
io241404	Battle Zeroth Bandit Waterjet	Remarks	io241404	io241000	False		0.5
io441104	Battle Zeroth Beiyanwei Earth Sword	Remarks	io441104	in44001	False		0.5
io441404	Battle Zeroth Beiyanwei Waterjet	Remarks	io441404	in44001	False		0.5
io411003	Battle Zeroth Bingqing Sword School Gatekeeper Fire Sword	Remarks	io411003	in41001	False		0.5
io411103	Battle Zeroth Bingqing Sword School Men Sword	Remarks	io411103	in41001	False		0.5
io261001	Battle Zeroth Corpse Fire Fist	Remarks	io261001	io261000	False	io261001_e70	0.5
io261401	Battle Zeroth Corpse Water Fist	Remarks	io261401	io261000	False		0.5
io041000	Battle Zeroth Female Student Fire Medicine	Remarks	io041000	in04027	False		0.5
io041100	Battle Zeroth Female Student Geomedicine	Remarks	io041100	in04032	False		0.5
io041003	Battle Zeroth Grade Male Student Fire Sword	Remarks	io041003	in04022	False		0.5
io041007	Battle zeroth grade male student fire weapon	Remarks	io041007	in04024	False		0.5
io041307	Battle Zeroth Male Student Golden Hidden Tool	Remarks	io041307	in04021	False		0.5
io041403	Battle Zeroth Male Student Water Sword	Remarks	io041403	in04022	False		0.5
io221404	Battle Zeroth Officer Waterjet	Remarks	io221404	io221000	False		0.5
