in0101	亦天凛	Yi 	Tianlin		in0101_1	A young man born with a special physique, who gathered all five elemental arts in one body. <br>Born in an unknown remote mining village. After his village was destroyed, he came to Jiangxi and stayed at the Wang Family in Zhongyan Village.	0	1	in0101		1.75		True		0
in0201	楚天碧	Chu 	Tianbi	White Plum	in0201	A white robed swordsman known to be sentimental and merciful. His swordmanship skill is divine, but he draws his blade to subdue his enemy, not kill. He is able to preserve lives even in a battle to the death.	0	1	in0201	in0201	1.75		True		1
in0202	段霄烈	Duan 	Xiaolie	Barbed Bamboo	in0202	Calmness and hateful anger coexist within his eyes, this black robed warrior is intimidating even when he is not angered. His body is surrounded by an aura of heat, and his palm can cut through metals and jade as surely as the sharpest of blades.	0	1	in0202	in0202	1.75		True		1
in0204	柳心萍	Liu 	Xinping	Pure Flame Red Lotus	in0204	Master bladeswoman of Xia Pavilion, she is serious and stern. However, beneath her iron visage there also exists a hint of gentleness and...... sorrow? Her blade style is fierce and explosive.<br>Often annoyed by Daoheng's laziness.	1	1	in0204	in0204	1.65		True		1
in0205	霍坦	Huo 	Tan	Wolf's Lung, Condor's Heart.	in0205	The master of Xia Pavilion's fist and leg arts. He is brash and direct, and does not dwell on minute details. He was a prolific bandit beyond the north eastern border, but ended up as a master in the Pavilion for some reason.	0	2	in0205	in0205	1.9		True		1
in0206	唐三长	Tang 	Sanchang	Fisherman Upon Great Waves	in0206	The master of polearms in Xia Pavilion, as well as the boatman ferrying guests and students. Addicted to drinking and often neglect his duty because of it. Was a disciple of Xia Pavilion in his youth, though he often flaunt his life experiences to the students, he rarely speaks about his personal past.	0	1	in0206	in0206	1.75		True		2
in0207	飞雪皊狐	Snowy 	Fox	Flying Snow White Fox	in0207	The master of Xia Pavilion's leg techniques, her original name is Qiu Xiaoshuang, leader of the White Fox Camp under Sky Stealer Fort. Master at acrobatics and poison techniques. Though she is normally sly, seductive, and loves to toy with others, she also cares deeply about the members of her camp.	1	2	in0207	in0207	1.75		True		1
in0208	宁楚楚	Ning 	Chuchu	Misty Butterfly	in0001	The master of Hidden Weapons and other hidden weapons of Xia Pavilion. Though she is normally seen with little motivation, she is actually a master of hidden weapons and can kill others with graceful, undetectable moves.<br>Suspected to be a spirit medium as she is often seen talking to thin air.	1	1	in0208	in0208	1.65		True		1
in0209	木人心	Mu 	Renxin	Wooden Hand Silent Shadow	in0209	The master of short weapons in Xia Pavilion, former Head of the Hall of Heavenly Secrets in the far west. Aloof and harsh, he was known for a crafty hand in creating all sorts of automatons in his youth, and trained many students. However, some incident changed his mannerisms, and he expelled all his disciples.	0	1	in0209	in0209	1.75		True		1
in03001	半杂鱼1	Jiang 	Hongbo		in03001	Disciple from Earth Dragon Sect in Taishan, who entered the Hall in the same year as {name_1} {name_2}, seemed open-minded and approachable, but apparently his behaviour changes quite dramatically when he is drunk.	0	1	in0306		1.75		True		0
in03002	半杂鱼2	Yun 	Xiaohou		in03002	A female disciple who entered the Pavilion a year before {name_1} {name_2}. is eccentric and loves to gossip. Many pamphlets with the latest rumors were drafted by her hand. Her family suffered a tragedy when she was young, and she was reduced to begging on the streets, but remained positive and kept a smile on her face. 	1	1	in0311		1.65		True		0
in03003	半杂鱼3	Wu 	Qianfan		in03003	A female disciple who entered the Pavilion a year before {name_1} {name_2}. She is an elite disciple from the branch family of Sun Moon Mountain Villa. She is prideful and extremely condescending towards the legitimate Zhong family.	1	1	in0307		1.65		True		0
in03004	半杂鱼4	Hua 	Yue		in03004	A disciple who entered the Pavilion a year before {name_1} {name_2}, from the Earth Dragon Sect. Though he is a man, he is always effeminate. His life's goal is to pursue extreme beauty in martial arts.	0	1	in0304		1.75		True		0
in03005	半杂鱼5	Xiang 	Tianlei	Twin Tiger of Wu Yi	in03005	An righteous outlaw who rampaged across Fujian and Guangdong with his father, under the title of Twin Tiger of Wu Yi.  Came to the Pavilion in the same year as {name_1} {name_2}. Though he speaks crudely and directlly, he is honest in his acts and greatly values loyalty.	0	1	in0303		1.75		True		0
in03006	半杂鱼6	Guan 	Qiao'er		in03006	A female disciple who entered the hall a year before {name_1} {name_2}. Came from the Butterfly Band of Guangdong and Guangxi. She often blurts out lines from dramas and plays. Despite her beauty, it can be hard to follow her sometimes. 	1	1	in0310		1.65		True		0
in03007	半杂鱼7	Gongsun 	Ming		in03007	The noble son of the Gongsun Family from the capital, which is well known as a family of bureaucrats. He joined the Pavilion in the same year as {name_1} {name_2}. Although he is extremely prideful, he also has a deep hatred for evil. He had learned a few sword moves from the Zhenwu Temple. Sees the similarly high ranked Shangguan family as his greatest competition.	0	1	in0301		1.75		True		0
in03008	半杂鱼8	Lou 	Yanyu		in03008	The daughter of a well off family, came to the Pavilion in the same year as {name_1} {name_2}. Came to Xia Pavilion on her own accord because she did not want to join the Crystalline Ice Sword Sect like her family wished.	1	1	in0312		1.65		True		0
in03009	半杂鱼9	Shangguan 	Yan		in03009	A disciple who entered the cabinet a year before {name_1} {name_2}. Soldier of the Northern Flame Guards and from distant branch of the Shangguan family. His background allowed him to obtain the rank of banner captain in the military, but he has no wish to join the army. 	0	1	in0305		1.75		True		0
in0301	男学生标准款一号	Xia Pavilion 	Disciple		in0301	A disciple in Xia Pavilion, Uh... can't remember his name.	0	1	in0301		1.75		False		0
in03010	半杂鱼10	Tang 	Yun		in03010	Soldier from Northern Flame Guard, who joined the Pavilion in the same year as {name_1} {name_2}. Joined the army because he looked up to the Northern Flame Guards. He was directly under the command of Shangguan Yan, but was dissatisfied with the latter's mellow nature. 	1	1	in0309		1.65		True		0
in03011	半杂鱼11	Tian 	Tao		in03011	A Daoist from Mount Huang's Divine Wind Temple, who entered the Pavilion in the same year as {name_1} {name_2}. He was well-received by Dao Heng because of his medical knowledge. Known for his excellent manners, but also has  a tendency for lecturing others.	0	1	in0302		1.75		True		0
in03012	半杂鱼12	Han 	Ning		in03012	A female disciple who entered the Pavilion a year before {name_1} {name_2}, hailed from Sky Stealer Fort, and a member of White Fox Camp under Snowy Fox. A girl of few words, but seems to care for fellow Sky Stealer Fort member Cheng Yong.	1	1	in0308		1.65		True		0
in04001	movie共用无立绘男学生一号	Xia Pavilion 	Disciple		in0301	Disciple of Xia Pavilion.	0	1	in0301		1.75		False		0
in04002	movie共用无立绘男学生二号	Xia Pavilion 	Disciple		in0302	Disciple of Xia Pavilion.	0	1	in0302		1.75		False		0
in04003	movie共用无立绘男学生三号	Xia Pavilion 	Disciple		in0303	Disciple of Xia Pavilion.	0	1	in0303		1.75		False		0
in04004	movie共用无立绘男学生四号	Xia Pavilion 	Disciple		in0304	Disciple of Xia Pavilion.	0	1	in0304		1.75		False		0
in04005	movie共用无立绘男学生五号	Xia Pavilion 	Disciple		in0305	Disciple of Xia Pavilion.	0	1	in0305		1.75		False		0
in04006	movie共用无立绘男学生六号	Xia Pavilion 	Disciple		in0306	Disciple of Xia Pavilion.	0	1	in0306		1.75		False		0
in04007	movie共用无立绘女学生一号	Xia Pavilion 	Female Disciple		in0307	Disciple of Xia Pavilion.	1	1	in0307		1.65		False		0
in04008	movie共用无立绘女学生二号	Xia Pavilion 	Female Disciple		in0308	Disciple of Xia Pavilion.	1	1	in0308		1.65		False		0
in04009	movie共用无立绘女学生三号	Xia Pavilion 	Female Disciple		in0309	Disciple of Xia Pavilion.	1	1	in0309		1.65		False		0
in04010	movie共用无立绘女学生四号	Xia Pavilion 	Female Disciple		in0310	Disciple of Xia Pavilion.	1	1	in0310		1.65		False		0
in04011	movie共用无立绘女学生五号	Xia Pavilion 	Female Disciple		in0311	Disciple of Xia Pavilion.	1	1	in0311		1.65		False		0
in04012	movie共用无立绘女学生六号	Xia Pavilion 	Female Disciple		in0312	Disciple of Xia Pavilion.	1	1	in0312		1.65		False		0
in04021	战斗共用男学生一号	Xia Pavilion 	Disciple		in0301	Disciple of Xia Pavilion.	0	1	in0301		1.75		False		0
in04022	战斗共用男学生二号	Xia Pavilion 	Disciple		in0302	Disciple of Xia Pavilion.	0	1	in0302		1.75		False		0
in04023	战斗共用男学生三号	Xia Pavilion 	Disciple		in0303	The disciples of Xia Pavilion hate to eat coriander.	0	1	in0303		1.75		False		0
in04024	战斗共用男学生四号	Xia Pavilion 	Disciple		in0304	Disciple of Xia Pavilion.	0	1	in0304		1.75		False		0
in04025	战斗共用男学生五号	Xia Pavilion 	Disciple		in0305	Disciple of Xia Pavilion.	0	1	in0305		1.75		False		0
in04026	战斗共用男学生六号	Xia Pavilion 	Disciple		in0306	Disciple of Xia Pavilion.	0	1	in0306		1.75		False		0
in04027	战斗共用女学生一号	Xia Pavilion 	Female Disciple		in0307	Disciple of Xia Pavilion.	1	1	in0307		1.65		False		0
in04028	战斗共用女学生二号	Xia Pavilion 	Female Disciple		in0308	Disciple of Xia Pavilion.	1	1	in0308		1.65		False		0
in04029	战斗共用女学生三号	Xia Pavilion 	Female Disciple		in0309	Disciple of Xia Pavilion.	1	1	in0309		1.65		False		0
in04030	战斗共用女学生四号	Xia Pavilion 	Female Disciple		in0310	Disciple of Xia Pavilion.	1	1	in0310		1.65		False		0
in04031	战斗共用女学生五号	Xia Pavilion 	Female Disciple		in0311	Disciple of Xia Pavilion.	1	1	in0311		1.65		False		0
in04032	战斗共用女学生六号	Xia Pavilion 	Female Disciple		in0312	Disciple of Xia Pavilion.	1	1	in0312		1.65		False		0
in05501	春校杂鱼组弟子01	Rashful 	Disciple		in0303	A child of a martial artist family who came to Xia Pavilion from afar to learn martial arts. Impatient.	0	1	in0303		1.75		False		0
in05502	春校杂鱼组弟子02	Slow 	Disciple		in0301	A child of a martial artist family who came to Xia Pavilion from afar to learn martial arts. A bit slow.	0	1	in0301		1.75		False		0
in05503	春校杂鱼组弟子03	Witty 	Female Disciple		in0307	A child of a martial artist family who came to Xia Pavilion from afar to learn martial arts. Quite witty.	1	1	in0307		1.65		False		0
in05504	春校红儿组弟子01	Rough 	Disciple		in0303	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Unpopular in his home town due to his uncouth behaviour.	0	1	in0303		1.75		False		0
in05505	春校红儿组弟子02	Cautious 	Disciple		in0302	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Known to be cautious, but some time cautious to the point where he accomplishes nothing.	0	1	in0302		1.75		False		0
in05506	春校红儿组弟子03	Lackey 	Disciple		in0301	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Just a lackey.	0	1	in0301		1.75		False		0
in05507	春校红儿组弟子04	Weak 	Female Disciple		in0307		1	1	in0307		1.65		False		0
in05508	春校红儿组弟子05	Frostbitten 	Female Disciple		in0308		1	1	in0308		1.65		False		0
in05509	春校红儿组弟子06	Severely Frost Bitten 	Disciple		in0301		0	1	in0301		1.75		False		0
in05510	春校若昕组弟子01	He 	Changrui	Lone Male disciple	in05510	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Poor at teamwork.	0	1	in0303		1.75		True		0
in05511	春校石崑组弟子01	Wang 	Qi	River Turning Tiger	in0306	The son of a bandit leader from a bandit cave, escaped from his camp to study martial arts in Xia Pavilion because he doesn't want to inherit the position of the bandit leader.<br>Hot tempered and scheming, and will resort to any means to win. However, he is also loyal to friends and trusts them with his heart.	0	1	in0306		1.75		True		0
in05512	春校石崑组弟子02	Lackey 	Disciple		in0301	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam and met with Wang Qi on the journey to the Xia Pavilion. Became Wang Qi's follower after recognizing his martial art skills.	0	1	in0301		1.75		False		0
in05513	春校石崑组弟子03	Sleepy 	Female Disciple		in0312	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Always looks like she lacks sleep.	1	1	in0312		1.65		False		0
in05514	春校石崑组弟子04	Cowardly 	Female Disciple		in0308	A child of a martial artist family who came to Xia Pavilion from afar to participate in the spring exam. Very timid.	1	1	in0308		1.65		False		0
in05517	程墉一北焰卫弟子01	Pompous 	Disciple		in0304	Disciple from Lions of the North, Northern Flame Guard, deeply proud of being a member of the Guard.	0	1	in0304		1.75		False		0
in05518	程墉一北焰卫弟子01	Bullying 	Disciple		in0303	Disciple from Lions of the North, Northern Flame Guard, deeply proud of being a member of the Guard.	0	1	in0303		1.75		False		0
in05519	春校飞鍠组弟子01	Sharp eyed 	Disciple		in0304	Disciple from Divine Wind Temple, known for their sword skills.	0	1	in0304		1.75		False		0
in05520	春校飞鍠组弟子02	Divine Wind Temple 	Disciple		in0303	Disciple from Divine Wind Temple, known for their sword skills.	0	1	in0303		1.75		False		0
in05521	春校飞鍠组弟子03	Divine Wind Temple 	Female Disciple		in0309	Disciple from Divine Wind Temple, known for their sword skills.	1	1	in0309		1.65		False		0
in05522	程墉一北焰卫弟子03	Northern Flame Guard 	Disciple		in0301	Disciple from Lions of the North, Northern Flame Guard, deeply proud of being a member of the Guard.	0	1	in0301		1.75		False		0
in05526	夏校_多话的门卫	Talkative 	Guard				0	1	ev0205		1.75		False		1
in05527	夏校_胆小的门卫	Cowardly 	Guard				0	1	ev0205		1.75		False		1
in05528	夏校_悲欢楼刺客	Hall of Vicissitudes 	Assassin		ev0301	Hall of Vicissitudes Assassin, everything is unknown.	0	1	ev0301		1.75		True		1
in05529	夏校_悲欢楼刺客	Hall of Vicissitudes 	Assassin		ev0301	Hall of Vicissitudes Assassin, everything is unknown.	0	1	ev0301		1.75		True		1
in05530	夏校_屍人	Corpse 	Zombie		ev0520	An icy corpse devoid of life that can yet move. No one knows how long it's been in this icy cellar.	0	1	ev0520	in26001	1.75		True		2
in05531	七夕_白琮衣	Teal robed 	Woman		in05531	Disciple from the all female sword sect, Crystalline Ice Sword Sect. Fell in love with Zhang Qiluo.	1	1	ar0402		1.65		True		0
in05532	七夕_张启洛	Wandering 	Swordsman		ar0352	A swordsman that wanders the Jianghu, in love with Bai Zongyi.	0	1	ar0352		1.75		True		0
in05533	七夕_苗青岚	Miao 	Qinglan		ar0402	Disciple from the all female sword sect, Crystalline Ice Sword Sect. Known for her agile movements.	1	1	ar0402		1.65		False		0
in05534	七夕_流氓老大	Thug 	Boss		in0000	Thug from afar, hates Qixi festival.	0	1	ev0406		1.75		False		1
in05535	七夕_地痞二弟	Ruffian 	Second brother		in0000	Thug from afar, want's to take over the position of boss.	0	1	ev0404		1.75		False		1
in05536	七夕_混混三弟	Hooligan 	Third brother		in0000	A young man from three hero village with nothing better to do, ended up hanging out with thug boss.	0	1	ev0405		1.75		False		1
in05540	黑熊王	Black Bear 	King		be0108	Giant bear with dark fur.	3	3	be0108	in94001	1.4		True		0
in05543	医术传书_山贼程墉	Injured 	Mountain Bandit		ev0402	Wounded Bandit, man of few words.	0	1	ev0402	in05543	1.75		True		0
in05544	医术传书_山贼武辙	Stuttering 	Mountain Bandit		ev0402	Bandit hunting for the traitor, brash and passionate.	0	1	ev0402	in0111	1.75		True		0
in05545	医术传书_山贼古劭今	Sharp Eyed 	Mountain Bandit		ev0402	Bandit hunting for the traitor, sneering and condescending.	0	1	ev0402	in0603	1.75		True		0
in05546	程墉专武传书_假扮窃天坞贼盗首领	Thief 	Leader		ar0604	Bandit pretending to be from Sky Stealer Rampart. Uses sloppy Cresecent Blade form.	0	1	ar0604		1.75		False		1
in05547	程墉专武传书_看守财物的贼盗小弟	Lackey 	Guarding The Loot		ev0402	The theif that guards the mechanical parasol, cowardly and ready to escape at any time.	0	1	ev0402		1.75		False		1
in05548	程墉专武传书_假扮农人贼盗杂鱼	Thief 	Posing as a Farmer 		in0000	Thieves pretending to be farmers.	0	1	ar0315		1.75		False		1
in05549	程墉专武传书_假扮粗工贼盗杂鱼	Thief 	Posing as a Worker 		in0000	Thieves pretending to be rough men.	0	1	ar0316		1.75		False		1
in05550	红儿专武传书_外地来的商人	Businessman 	From Afar		in0000	Wealthy merchant from Nanchang City, dressed in expensive clothes, but lacks any martial art knowledge.	0	1	ar0330	in05550	1.75		False		1
in05551	红儿专武传书_外地来的猎人	Hunter 	From Afar		in0000	Hunter from another region, hired lackey of the rich merchant.	0	1	ar0316		1.75		False		1
in05552	红儿专武传书_猎人的助手	Hunter's 	Assistant		in0000	The hunter's assistant from another region, his sloppy conduct often cause him great trouble. 	0	1	ar0312		1.75		False		1
in05553	灰狼王	Gray Wolf 	King		be0107	This silver-grey wolf is more fierce than an ordinary wolf.	3	3	be0107	in93001	1.4		True		0
in05554	白虎王	White Tiger 	King		be0109	A giant tiger with all white fur is very rare, but also more fierce.	3	3	be0109	in92001	1.4		True		0
in05557	武辙传书_山贼首领	Mountain Bandit 	Leader		ev0401	The leader of the Bandit Blade camp, whose brutal methods were well known in the Jianghu, also known as the "Overlord's Golden Blade".<br>Since he was being investigated by Wu Hao, he wants to take Wu Che hostage to threaten the government.	0	2	ev0401		1.9		True		1
in05701	四艺大会一洛灵	Luo 	Ling		in0312	A second year disciple in the Pavilion, good at caligraphy.	1	1	in0312		1.65		False		0
in05702	四艺大会一叶永贞	Ye 	Yongzhen		in0305	A second year disciple in the Pavilion, good at painting.	0	1	in0305		1.75		False		0
in05703	神秘老叟	Mysterious 	Old man		in0000	Old man of unknown origin, seems to be skilled in Go?	0	1	ar0348		1.75		False		2
in05704	无名老者	Nameless 	Old man		in0000	Strange old man, comes and goes like the wind.	0	1	ar0348		1.75		False		2
in05705	湖畔少女	Young 	Girl		in0001	The girl who you happened to meet by the lake, her body soars like a startled swan, but with the grace of a dragon in flight.	1	1	ar0332		1.65		False		1
in05706	远处兽吼and兽吼声	Distant 	Roar of Beast		be0102	Roar of an unknown beast.	3	3	be0102	in91002	1.75		False		0
in05801	梁天明	Little 	Boy		in0000	A young man from the rural areas of Liangguang region, who followed his grandparents to visit relatives in the capital. Thought about joining a righteous sect when they passed by the Three Hero Village.	0	4	ar0335		1.4		False		0
in05802	梁天晴	Little 	Girl		in0000	From the rural areas of Liangguang region, Liang Tianming's twin sisters followed their grandparents and elder brother to visit relatives in the capital.	1	4	ar0339		1.4		False		0
in05803	梁爷爷	Old 	Man		in0000	The grandfather of the Liang siblings, farmers in Liangguang region, is taking his grandchildren to visit his son and daughter in law in the capital.	0	1	ar0346	in13001	1.75		False		0
in05804	梁婆婆	Old 	Woman		in0000	The grandmother of the Liang siblings, farmers in Liangguang region, followed Grandpa Liang and grandchildren to visit her son and daughter in law in the capital.	1	1	ar0349		1.75		False		0
in05805	真武道江梦麟	Jiang 	Menglin		ev0702	A disciple of Zhenwu Temple. Follows the generational title within the temple: Xuan Xing Hao Kong Meng, He Wing Cang Tian Ji, he seems to be the apprentice of the temple master Yin Kong Miao. Believes it is natural to collect reward for helping villagers. More calm and collected than his juniors.	0	1	ev0702	in48001	1.75		False		0
in05806	真武道戚梦英	Qi 	Mengying		ev0702	A disciple of Zhenwu Temple. Follows the generational title within the temple: Xuan Xing Hao Kong Meng, He Wing Cang Tian Ji, he seems to be the apprentice of the temple master Yin Kong Miao. Acts brashly and arrogantly.	0	1	ev0702	in48001	1.75		False		0
in05807	真武道丁梦杰	Ding 	Meng Jie		ev0702	A disciple of Zhenwu Temple. Follows the generational title within the temple: Xuan Xing Hao Kong Meng, He Wing Cang Tian Ji, he seems to be the apprentice of the temple master Yin Kong Miao. Likes bullying others when backed by the strong.	0	1	ev0702	in48001	1.75		False		0
in05808	冬校什长樊魁	Sergeant 	Fan		ev0205	A sergeant of Nanchang Magistrate Guardhouse, escorting grain merchant Luo Guangze with a squad of ten on the orders of Magister Li of Nanchang. Seems to doubt the capabilities of Xia Pavilion disciples.	0	1	ev0205		1.75		True		1
in05809	冬校吴平	Wu 	Ping		ar0323	An improvished peasant from Nanchang region, lives with his daughter Yu'er. 	0	1	ar0323		1.75		True		1
in05901	锺若昕堂哥	Sun Moon Mountain Villa 	Disciple		ar0702	A disciple from the branch family of Sun Moon Mountain Villa, has known Zhong Ruoxin since childhood, and is one few people from the branch family that is friendly with Zhong Ruoxin.	0	1	ar0702		1.75		True		0
in05902	锺若昕线的心机师姐	Dai 	Tongxia		ar0705	A disciple from the branch family of Sun Moon Mountain Villa, has known Zhong Ruoxin since childhood, and is one few people from the branch family that is friendly with Zhong Ruoxin.	1	1	ar0705		1.65		True		0
in05903	入学鄱阳湖畔_乞丐	Begging 	Beggar		in0000		0	1	ar0323		1.75		False		2
in05904	萧芊菱未婚夫	Ji 	Weixing		ar0330	Scion of a wealthy family that is bent on marrying Xiao Qianling. To impress Xiao Qianling, he decided to join Xia Pavilion's examination and get closer to his beloved.	0	1	ar0330		1.75		True		0
in05905	萧芊菱未婚夫的书童	Ah 	Yuan		in0000		0	4	ar0307		1.4		False		0
in05906	姜鸿波的爹	Old 	Man		in0000		0	1	ar0345		1.75		False		1
in05907	姜鸿波的娘	Old 	Woman		in0001		1	1	ar0310		1.75		False		1
in05908	锺若昕系列事件_讨债流氓大哥	Thug 	Boss		in0000		0	1	ev0406		1.75		False		1
in05909	锺若昕系列事件_讨债流氓二哥	Thug 	Second Brother		in0000		0	1	ev0404		1.75		False		1
in05910	锺若昕系列事件_讨债流氓三哥	Thug 	Third Brother		in0000		0	1	ev0405		1.75		False		1
in05911	锺若昕系列事件_讨债流氓小弟	Thug 	Younger Brother		in0000		0	1	ev0403		1.75		False		1
in0601	上官璘	Shangguan 	Lin		in0112	The second daughter of the Shangguan family in Ynajing, she dresses luxuriously and possesses a fiery temperament, deeply proud of her status in the Shangguan family.	1	0	in0112	in0601	1.5		True		0
in0602	上官楠	Shangguan 	Nan		in0113	The eldest son of the Shangguan family in Yanjing, he is gentle and refined in demeanor, yet skilled in martial arts. He has earned great trust in the Northern Flame Guard and holds the official position of Deputy Commander.	0	2	in0113	in0602	1.9		True		1
in0603	古劭今	Well Mannered 	Senior Brother		in0114	Chic and smart, talented, and love poems and songs. He usually plays bamboo flutes on trees or by the river, and rarely displays his martial arts. Many disciples don't understand why he came to the Xia Pavilion.	0	1	in0114	in0603	1.75		True		0
in0604	宫紫痕	Special 	Examiner		ev0103	The mysterious man who calls himself a special examiner, origin unkown ......	0	2	ev0103	in0604	1.9		True		1
in0701	道恒	Dao 	Heng	Tranquil Alchemist	in0203	The deputy headmaster of Xia Pavilion, and master of the fist, palm, and alchemy. Known as the Tranquil Alchemist. He was an elder of the Divine Wind Temple of Mount Huang, but was sent by Temple Master, the Dustless Sage to Xia Pavilion many years ago. Very lazy and avoid conflicts, but often relied upon by the headmaster nonetheless.	0	1	in0203	in0701	1.75	705,707	True		1
in0702	食堂大娘	Dining Hall 	Aunt	Tigress	in0702	The boss of the Xia Pavillion cafeteria for many years, rarely mentions her past.	1	0	in0702		1.5	706,712	True		2
in0703	铁匠张蓉	Zhang 	Rong	Blacksmith	in0703	Young female blacksmith in Three Hero Village.	1	2	in0703		1.75	703,714	True		0
in11000	三侠村村长	Three Heroes Village 	Chief		ar0345		0	1	ar0345		1.75		True		2
in11001	茶馆老板	Tea 	Master		ar0101	The owner of Three Hero Village Tea House, the father of Xu Xiaoyuan, occasionally holds a storytelling event in front of the tea house.	0	1	ar0101		1.75		True		1
in11002	茶馆老板女儿	Tea 	Lady		ar0328	The girl who lives in Three Hero Village is usually meek and pleasant, but once angered, she becomes very fiery.	1	1	ar0328		1.65		True		0
in11003	周老丐	Old Beggar 	Zhou		ar0348	Flying thief in the Three Heroes Village, extremely quick on his feet. Often steals alcohol to drink.	0	1	ar0348		1.75		True		2
in11004	陈福	Chen 	Fu		in0000		0	1	ar0345		1.75		False		2
in11005	陈婆	Chen 	Po		in0001		1	1	ar0310		1.75		False		2
in11006	三侠村肉饼贩	Cai 	Gouzi		ar0313	A hawker in Three Heroes Village who sells salty snacks, his specialty is steamed pork buns. It seems that he has a lot of admiration for the flower shop owner.	0	1	ar0313		1.75		True		1
in11007	花坊老板娘	Flower Shop 	Owner		in0001	As a child, she loved flowers, so she planted them all around her house, and when she grew up, she started a flower selling business.	1	1	ar0333		1.65		False		1
in11008	老孟	Old 	Meng		in0000	The elder of Three Heroes Village, who has been close friends with Old Zhao for many years, knows everything about the village.	0	1	ar0346		1.75		False		2
in11009	老赵	Old 	Zhao		in0000	The elder of Three Heroes Village, who has been close friends with Old Meng for many years, knows everything about the village.	0	1	ar0345		1.75		False		2
