mtest	Hong Ziyi	Hong Ziyi	Hong Ziyi	xi_000_fanyong	Sum	100	(1, 佛剑 : HP越低越强大)(2, 页书 : 最终dodge提升50%)(4, 还真 : 最终Parry提升50%)(6, 仙迹 : 最终critical hit提升50%)(8, 龙宿 : 最终counterattack提升50%)	(0, training effect: each time you upgrade， strength +01， physique +01， dexterity +01， spirit +01)(0, training effect: when you reach level 10， the upper limit of qi and blood +200， the upper limit of true energy +20)	(2, Dodge_Rate, Add, 50)(4, Parry, Add, 50)(6, Critical_Rate, Add, 50)(8, Counter_Rate, Add, 50)	(1, bf0004)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 0} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} , { "MantraLevel" : 1, 10} , { "CharacterPropertyAbilityAction" : 1, 200, 4020} , { "CharacterPropertyAbilityAction" : 1, 20, 4040} ]} ], 0}
xinfa103Tianhai	Mantra of the Merged Sea and Sky	Xianfeng's inner style has been transformed by the turbulent momentum of Huangshan's cloud sea. Clouds are qi and mountains are bodies.	After the spring school， the Xiayin Pavilion opened their minds， after 17 rounds	xi_000_fanyong	Vit	130	(5, Level 5-Choppy Tides：15％ chance to Assist when allies are attacked in your Counterattack range，Assist will restore 5％ of the maximum HP to all allies around you)(10, Level 10-Bright Water Surface：For every 15％ reduction in HP，increase Counterattack damage and Counterattack rate by 10％ and reduce damage taken by 10％， stackable up to 30％。When the current HP is under 40％， increase Counterattack range by 1 grid)	(0, every time you level up， your physique +1 and will +1.)		(5, xinfa103Tianhai_buff01)(10, xinfa103Tianhai_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa104Wuchan	Mantra of the Martial Attainment	Earth Dragon Sects's inner style is rumored that the Earth Dragon Sect's ancestor Yemeng Dongyue Great Emperor， who dictated his heart tactics， was very powerful and unyielding when exercising.	After the spring school， the Xiayin Pavilion opened their minds， after 17 rounds	xi_000_fanyong	Str	130	(5, Level 5-Force Five Passes：Damage dealt increased by 25％ while your current HP is over 60％)(10, Level 10-Heroic Stance ：Parry rate increased by 25％ and damage taken reduced by 20％ while your current HP is under 60％)	(0, every time you upgrade， you gain +1 strength and +1 physique.)		(5, xinfa104Wuchan_buff01)(10, xinfa104Wuchan_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} ]} ], 0}
xinfa105Danhe	Crane Song	Flaming Cloud Cave's inner style makes the immortal crane's legacy independent， and the attitude of observing mountains and rivers into the heart formula， so that the mind is clear and calmly braked.	After the spring school， the Xiayin Pavilion opened their minds， after 17 rounds	xi_000_fanyong	Spi	130	(5, Level 5-Auspicious Clouds：Critical Attack rate increased by 30％ if you have not yet moved this turn)(10, Level 10-Fairy Feathers：Critical Attack rate increased by 20％ and impose Lv2 External Injuries to Target [HP -15 per turn， lasts for 2 turns] by Critical Attack if you have not yet moved this turn)	(0, every time you upgrade， you gain +1 power and dexterity +1.)		(5, xinfa105Danhe_buff01)(10, xinfa105Danhe_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} ]} ], 0}
xinfa106Henwer	Sutra of the Moon Lady	An inner style from the branch family of Sun Moon Mountain Villa. Created by a branch disciple of Zhong Xu based on the posture of Chang'e flying to the moon.	After the spring school， the Xiayin Pavilion opened their minds， after 17 rounds	xi_000_fanyong	Dex	130	(5, Level 5-Fly to the Moon：Counterattack rate increased by 20％ if you did move before attack this turn)(10, Level 10-Travel to the Palace：Grid movement +1， Counterattack restores 5％ of your maximum HP and impose Lv2 Internal Injuries [Qi -40 per turn， lasts for 2 turns] to the attacker)	(0, every time you upgrade， dexterity +1， will +1.)		(5, xinfa106Henwer_buff01)(10, xinfa106Henwer_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa107Longchen	The Military Book of Longcheng	Beiyanwei's inner style， after being tempered by military battle arrays， the naturally generated military power， Weizhen Huru， is like a broken bamboo.	The mentality of each school given by the special event in the first year， after 30 rounds	xi_000_fanyong	Str	200	(5, Level 5-Bloodbath：Accuracy， Parry rate and Damage dealt are increased by 5％ for each time you are attacked，stackable up to 50％)(10, Level 10-Breakthrough：Critical Attack rate increased by 10％ and Damage dealt increased by 20％ to any Target whoes current HP is under 50％.)	(0, every time you upgrade， you gain +1 strength and +1 physique.)		(5, xinfa107Longchen_buff01)(10, xinfa107Longchen_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} ]} ], 0}
xinfa108Jiugong	Method of the Nine Grid Pattern	In Hall of Heavenly Secrets's mind method， practitioners always divide their surroundings into the position of the Nine Palaces， so as to estimate the enemy's and offensive and defensive potential， and seek for gaps and attacks.	The mentality of each school given by the special event in the first year， after 30 rounds	xi_000_fanyong	Spi	200	(5, Level 5- Left 3 Right 7：All allies within 1 hex of you，gain 10％ increased Parry and Critical Hit chance)(10, Level 10-Top 9 Bottom 1：If you have not yet moved this round ，gain 3 stacks of insight【Critical Hit+15％，Lasts 2 Rounds】，50％ Chance to remove 1 negative status)	(0, every time you step up， power +1， will +1.)		(5, xinfa108Jiugong_buff01)(10, xinfa108Jiugong_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa109Longyien	The Sutra of Longyan Sect	The spirit method of the spirit dragon iron brake， visualize the dragon waterfall spirit rock of Yandang Mountain， meditate on the forging heart， and develop into a mind that can sense the murderous flaws of the whole body.	The mentality of each school given by the special event in the first year， after 30 rounds	xi_000_fanyong	Vit	200	(5, Level 5- Thin Strip of Sky：If you did not move till the end of this turn， impose Lv3 Concentrate [Counterattack rate + 15％ for 2 turns] on Self and have 50％ chance to randomly Clear 1 Debuff)(10, Level 10-Waterfall of Longquan：If you did not move till the end of this turn，impose Lv1 Observant [Critical Attack rate + 5％ for 2 turns] on Self)	(0, every time you level up， your physique +1 and will +1.)		(5, xinfa109Longyien_buff01)(10, xinfa109Longyien_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa110Liyuan	The Art of Opera	Inheriting the butterfly class mentality， the ancient hundred dramas and tricks were used to train the spirits of vomiting and moving， and they used a variety of tricks.	The mentality of each school given by the special event in the first year， after 30 rounds	xi_000_fanyong	Dex	200	(5, Level 5-Borderless Skywalks：35％ chance to impose Dazzled to Target [Accuracy reduced by 15％， lasts for 2 turns].)(10, Level 10-Synchronized Performances：Enemies around in distance of 2 grids get Accuracy reduced by 5％. Dodge will randomly Clear 1 Debuff from Self and have 25％ chance to impose Daze [Cannot move and use skills for 1 turn] to the attacker)	(0, every time you upgrade， dexterity +1， will +1.)		(5, xinfa110Liyuan_buff01)(10, xinfa110Liyuan_buff02)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa201zhuyue	Moon Chaser	Stealing Tianwu ’s Guxiazhai exercises， exhaling energy and activating limbs， pavilions， towers and pavilions can all walk on the ground， and the master Liang Junzhu is a master.	Winter School Award	xi_000_fanyong	Dex	160	(1, Level 1-Brisk Walking：Grid movement +1)(5, Level 5-Step on the Moon：Dodge rate increased by 5％ for each grid moved in the current turn，lasts 1 turn)(10, Level 10-Over the Beam of the Palace：Dodge imposes Flying Step [Grid movement +1] and Lv1 Clarity [Critical Attack rate increased by 5％] to Self，both last for 2 turns)	(0, every time you upgrade， you get +2 dexterity and +1 will.)		(1, xinfa201zhuyue_buff01)(5, xinfa201zhuyue_buff02)(10, xinfa201zhuyue_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa202shanyujiangchao	Song of Rains and Tides	Chivalry Hall's mentality was born out of Su Shi's poems about tide. At the beginning of his qi， he demanded recklessness， so as to move from restlessness to tranquility， and turn delusions into Zen.	Winter school rewards， net default mentality	xi_000_fanyong	Sum	500	(1, Level 1-Floating Rain Rises Tide：Critical Attack rate and Counterattack rate increased by 4％ per round，stackable up to 25％)(5, Level 5-Endless Regret Never Forgives：Impose Lv4 Clarity [Critical Attack rate increased by 20％，lasts for 2 turns] to Self when hit by Critical Attacks. Impose Lv4 Concentrate [Counterattack rate increased by20％，lasts for 2 turns] to Self when it by Counterattacks)(10, Level 10-Floating Rain Rises Tides：Counterattacks and Critial Attacks will restore 5％ of maximum HP and Qi and randomly Clear 1 debuff from Self)	(0, every time you upgrade， your strength， physique， dexterity， and will are +1.)		(1, xinfa202shanyujiangchao_buff01)(5, xinfa202shanyujiangchao_buff02)(10, xinfa202shanyujiangchao_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1020} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa203Hanbin	Frigid Ice Divine Art	Gong Zijian's own creation。	Summer school victory over palace purple mark reward	xi_000_fanyong	Sum	360	(1, Level 1-Chill to the Bones：Enemies around in distance of 2 grids get Grid movement -1 and Damage dealt reduced by 20％)(5, Level 5-Frost Forged ：If current Qi is over 50％， DEF increased by 15％ and be immune to External Injuries，Bleeding and Frostbite)(10, Level 10-The Iceworld：50％ chance to impose Lv2 Frostbite [Loses 10％ of maximum Qi per turn and Damage taken increased by 10％， lasts for 2 turns ] to the Target)	(0, smart +2 every time you upgrade.)		(1, xinfa203Hanbin_buff01)(5, xinfa203Hanbin_buff02)(10, xinfa203Hanbin_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1030} ]} ], 0}
xinfa204Suhuen	The Sutra of a Pure Soul	Saintly Sword Sect's inner style。	Bingqingjian School	xi_000_fanyong	Sum	220	(1, Level 1-Pure Soul ：Dodge rate increased by 3％ per turn，stackable up to 30％)(5, Level 5-Ice Clean：Dodge will restore 10％ of maximum Qi and randomly Clear 1 debuff from Self)(10, Level 10-Qi Accumulation：Consume 5％ of maximum Qi to reduce 25％ of damage taken for each time you are attacked)	(0, every time you upgrade， dexterity +1， will +1.)		(1, xinfa204Suhuen_buff01)(5, xinfa204Suhuen_buff02)(10, xinfa204Suhuen_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 100, 1040} ]} ], 0}
xinfa205Taishuan	Sutra of Taixuan	Hall of Vicissitude's inner style。	Bei Huan Lou Assassin	xi_000_fanyong	Sum	320	(1, Level 1-No Thinking：Damage dealt increased by 15％ and Critical Attack rate increased by 10％ for Back Attacks and Side Attacks)(5, Level 5-No Thought：Critical Attacks will impose Seal [cannot use skills，lasts for 1 turn] to the Target)(10, Level 10-The Tai Xuan：If Target is defeated by your attacks，restore 20％ of maximum HP and impose Lv3 Onslaught [Damage dealt increased by 15％，lasts 2 turns] to Self)	(0, every time you upgrade， your strength and will are +3.)		(1, xinfa205Taishuan_buff01)(5, xinfa205Taishuan_buff02)(10, xinfa205Taishuan_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 300, 1010} , { "CharacterUpgradablePropertyAbilityAction" : 1, 300, 1040} ]} ], 0}
xinfa206Jiuchuan	The Sutra of the Nether World	Stygian Palace's inner style。	Universal use	xi_000_fanyong	Sum	400	(1, Level 1-Skittering Wraith：Grid movement +3)(5, Level 5-Inner Death：Critical Attack rate increased by 15％，Counterattack rate，Parry rate and Dodge rate reduced by 10％. Immune to Confused，Daze and Poison)(10, Level 10-Bloodlust Regeneration：Critical Attacks will restore 15％ of maximum HP and impose Lv1 Bleeding [loses 5％ of current HP per turn，lasts for 2 turns] to Target)	(0, Each time you upgrade， your strength and dexterity are +3.)		(1, xinfa206Jiuchuan_buff01)(5, xinfa206Jiuchuan_buff02)(10, xinfa206Jiuchuan_buff03)	0
xinfa206Jiuchuan02	Errie Inner Energy	There is a strange interest.		xi_000_fanyong	Sum	400	(1, Level 1-Skittering Wraith：Grid movement +3)(5, Level 5-Inner Death：Critical Attack rate increased by 15％，Counterattack rate，Parry rate and Dodge rate reduced by 10％. Immune to Confused，Daze and Poison)			(1, xinfa206Jiuchuan_buff01)(5, xinfa206Jiuchuan_buff02)	0
xinfa301Yieying	Reaching for the Stars	Linghu Jin's Inner Style。	Linghujin Exclusive	xi_000_fanyong	Sum	750	(1, Level 1-Unseen：Grid movement +1，Dodge rate increased by 3％ for each grid moved in the current turn. 30％ chance to randomly Clear 1 debuff from Self at the end of turns)(5, Level 5-Undetectable：Back Attacks will impose Lv2 Dislocated and Lv2 Vulnerable [Damage dealt reduced by 10％，Damage taken increased by 10％，both lasts 2 turns] to Target)(10, Level 10-Unprecedented：Dodge will impose Lv2 Confused，Shocked，Fatigue and Bind [Critical Attack rate， Counterattack rate， Parry rate and Dodge Rate all reduced by 10％，last 2 turns] to the Attacker)	(0, every time you upgrade， you have +5 dexterity and will.)		(1, xinfa301Yieying_buff01)(5, xinfa301Yieying_buff02)(10, xinfa301Yieying_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 500, 1030} , { "CharacterUpgradablePropertyAbilityAction" : 1, 500, 1040} ]} ], 0}
xinfa302Lianshan	The Book of Mountains	Cave Badger Camp's inner style。	It is widely used by people related to the cave badger village， but it has not been given in the first year	xi_000_fanyong	Sum	250	(1, Level 1-Wither：Increase your Parry and Dodge chance by 10％)(5, Level 5-Tunnel：When your MP is above 50％，move hex +1；Gain Wind Control for 2 Rounds when you dodge)(10, Level 10-Ten Thousand Gullies： Defense increases by 15％，gain 2 stacks of mountain defense for 2 Rounds when you Parry)	(0, Constitution +3， Dexterity +2 each time you upgrade.)		(1, xinfa302Lianshan_buff01)(5, xinfa302Lianshan_buff02)(10, xinfa302Lianshan_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 300, 1020} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1030} ]} ], 0}
xinfa303xiaoxiangshuiyun	Mist and Clouds over River Xiaoxiang	The ancient Youqin family tree is composed of Xiaoxiang Shuiyun and expresses melody with music. Later generations used this song as a mental method， and the cultivation was like misty rain and waves rolling.	Four Arts Conference 2，51 rounds， violin first prize	xi_000_fanyong	Sum	440	(1, Level 1-Mist in the Cave：Increase Accuracy and Dodge by 5％)(5, Level 5-Rolling Clouds：Attacks have a 40％ chance of causing 1 stack each of these statuses that lasts 2 Rounds：Confusion【Critical Hit Chance-5％】、Shaken【Counterattack chance-5％】、Weaken【Parry chance-5％】、Bind【Dodge-chance 5％】、Blind【Accuracy-5％】)(10, Level 10-Threat in the Shadows：Reduce MP cost by10％ when you attack，50％ chance of gaining 1 stack of each of the following，lasts 2 Rounds：Heavy Guard【Reduce damage taken by 5％】、Concentration【Counterattack chance+5％】、Shedding force【Parry chance+5％】)	(0, every time you upgrade， you gain +2)	(1, Hit, Add, 5)(1, Dodge, Add, 5)	(5, xinfa303xiaoxiangshuiyun_buff02)(10, xinfa303xiaoxiangshuiyun_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1020} ]} ], 0}
xinfa304tianyuance	The Book of Heavenly Union	Starting from Tianyuan， it's hard to tell. If you succeed， you will be powerful. When it can be sent to people first， it is extremely dangerous. Be careful!	Four Arts Conference 2，51 rounds， first prize in Go	xi_000_fanyong	Sum	440	(1, Level 1-Sacrifice：Accuracy reduced by 15％，Critical Hit chance increased by 10％)(5, Level 5-Equal Exchange：If attacked ，attacker gains 1 stack of sunder 【Increase damage taken by 5％，Lasts 2 Rounds】。When Dodging，gain 4 stacks of Insight【Critical Hit Chance +20％，Lasts 2 Rounds】、4 stacks of Sunder【Increase damage taken by 20％，Lasts 2 Round】)(10, Level 10-Dangerous Gambit：For every hex moved this round ，Increase damage taken by 10％，Critical Hit Chance increased by 5％)	(0, each time you upgrade， will +2)	(1, Critical_Rate, Add, 10)(1, Hit_Rate, Sub, 15)	(5, xinfa304tianyuance_buff02)(10, xinfa304tianyuance_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1040} ]} ], 0}
xinfa305sangluanjue	Mayhem	The mourning post is a famous post on the book， which combines the power and the beauty of misfortune. Using this as a guide， the sorrow of the practice is very painful， and the misery is hard.	Four Arts Conference 2，51 rounds， first prize in calligraphy	xi_000_fanyong	Sum	440	(1, Level 1-Poisoned Tea：Allies within 3 hexes deal 5％ less damage when attacking，enemies 15％ less damage when attacking)(5, Level 5-Ultimate Sorrow：When damaged gain 3 stacks of Fury【When attacking，damage+15％，Lasts 2 Rounds】)(10, Level 10-Lost in Grief：When attacking damage increases by 30％，MP cost increases by 20％，Accuracy reduced by 5％)	(0, every time you upgrade， dexterity +2)		(1, xinfa305sangluanjue_buff01)(5, xinfa305sangluanjue_buff02)(10, xinfa305sangluanjue_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1030} ]} ], 0}
xinfa306dafupicun	Waving the Axes	The big axe is a method of ink painting， and the line is strong. The martial arts act like a knife and axe， heavy and heavy.	Four Arts Conference 2，51 rounds， first prize for painting	xi_000_fanyong	Sum	440	(1, Level 1-Preparing the Ink：Every round your dodge chance decreases by 2％ up to a maximum of 20％。Your parry increases by 6％ up to a maximum of 30％)(5, Level 5-Defining the Lines：Your attacks have a 50％ chance to add 2 stacks of Outer Damage【Every round HP-30，Lasts 2 Rounds】。When damaged，you have a 40％ chance to gain 2 stacks of Exhaustion 【Every round current MP -10％，Lasts 2 Round】)(10, Level 10-Drawing the Mountains：When attacking，If the target has outer damage，damage+30％)	(0, strength +2 each time you upgrade)		(1, xinfa306dafupicun_buff01)(5, xinfa306dafupicun_buff02)(10, xinfa306dafupicun_buff03)	{ "LogicalNode" : [ { "MultiLogicaAction" : [ { "MantraLevel" : 0, 1} , { "CharacterUpgradablePropertyAbilityAction" : 1, 200, 1010} ]} ], 0}
xinfa401yuejiaxinfa	Method of Yue Family	An strengthening method that has been adopted to battlefield use and improved over the years. Those that came after it named it in association with a certain famous general. 	中期官兵心法，不给出	xi_000_fanyong	Sum	999	(1, 1阶-凌云志：真气高于50％时，反击率+20％)(10, 10阶-捣黄龙：气血低于50％时，反击距离+1，攻击伤害+20％)	(0, 虽无出奇之效，但有几分训练便能有几分收获，适兵家修行。)		(1, xinfa401yuejiaxinfa_buff01)(10, xinfa401yuejiaxinfa_buff02)	0
